start	end	text
8708920	8709920	If you can help teach me.
8709920	8710920	Absolutely.
8710920	8711920	Please.
8711920	8714720	I'd like to learn and if you're willing to help please William.
8714720	8715720	What's up, dude?
8715720	8716720	You made my day for showing up.
8716720	8717720	Thanks, man.
8717720	8718720	Christian Morales.
8718720	8719720	You missed quite a bit.
8719720	8723640	I would highly recommend going back to the very beginning of the video because for the
8723640	8729600	first hour and 20 minutes we talked solely about Greer's presentation today in London.
8729600	8733040	I took screenshots of everything and we discussed everything in it.
8733040	8734800	So there's a lot there to look at.
8734800	8736800	Gryffindor Beatles.
8736800	8740400	There's one of it doing 900 miles and our people might be real sciences.
8740400	8741400	Interesting.
8741400	8743760	Cows would call us demonic, right?
8743760	8744760	Probably.
8744760	8745760	Yes.
8745760	8751920	Why do you think Lula as honest as Big Lowe is an American hero when it seems to me he
8751920	8754560	is doing the exact same thing as the legacy program.
8754560	8756680	Specifically he takes in all the info and uses it for wealth.
8756680	8758600	Yeah, that's true, especially with Kona Blue.
8758600	8762880	Who knows if Big Lowe Aerospace was actually going to share the materials it was supposed
8762880	8766920	to receive from Lockheed Martin.
8766920	8767920	I don't know why.
8767920	8773000	Some of the stuff with the TTSA crew is a little strange to me, especially Big Lowe Aerospace.
8773000	8775280	You guys know how Greer gets shepherded by Rand Pandolfi?
8775280	8781800	I do not and I would like to hear.
8781800	8788760	Have you ever considered seismic data to quantify triangulate known crash sites?
8788760	8792800	I have your research, Mr. Floyd, but I have not gone through that yet, but I think that's
8792800	8794920	a very good route to go down.
8794920	8799320	I know the current case I'm working on, Kecksburg, has recorded seismic data.
8799320	8803000	I don't have the actual data, but it was referenced in the Blue Book report on the case.
8803000	8804920	So I actually think that's very worthwhile.
8804920	8807840	That's a great research avenue.
8807840	8810280	Project Gravitar should be entertaining, aesthetically pleasing if nothing else.
8810440	8815880	This is the Badozzar documentary with a full VR recreation of the sports model to explore
8815880	8817880	digitally, which is awesome.
8817880	8819720	That's going to be really cool.
8819720	8822920	At what age did you get hooked on the UFO topic and why, since I could read?
8822920	8827880	I've said this a lot, but ever since I was able to read, I had some UFO sightings books
8827880	8830080	specifically mentioned of Betty and Barney Hill.
8830080	8835760	I remember reading about that case from a very young age, and I've just always been incredibly
8835760	8837960	fascinated with the phenomenon.
8838960	8843040	Okay, we'll get through these and then in a couple of minutes we'll hit the road gang,
8843040	8846080	headed to the weird desk after Kit Green, Pandolfi is dangerous and has imitated and
8846080	8847240	scared a lot of people.
8847240	8850600	He shepherds Greer because Greer is so controversial, it helps the gatekeepers.
8850600	8851600	Interesting.
8851600	8855320	I'll have to do some more research on that, absolutely.
8855320	8859280	One thing that stumps me about the whole triangle being man-made Arabies, why TF are they flying
8859280	8862320	them at Low Altitude or Highway so everyone can see it makes no sense?
8862320	8863880	Yes, that's actually a great question.
8863880	8868160	So many people who talk about having triangle sightings talk about these being observed
8868160	8872320	over such low altitudes, hundreds of feet.
8872320	8875040	In the interest of not wanting to be seen, that seems very strange.
8875040	8880760	It's also strange how triangular sightings don't really pop up until the 1950s.
8880760	8888440	Bob Lazar said the sports model is a Hanoubi MK4, the fastest craft, Lazar don't say Hanoubi.
8888440	8890640	I didn't know that.
8890640	8891880	What do you think of the new Aero director?
8891880	8893400	I know he's in league with Jay Stratton.
8893400	8901200	I know he also made some rather silly comments on LinkedIn as his first act of Aero director.
8901200	8902880	With Aero, we're not going to get anything different.
8902880	8906960	It's going to be more of the same, probably.
8906960	8910000	Gerb said that if the Trump wins, he will release good picks of UFOs.
8910000	8913120	I know he said that, but is he going to be able to declassify them?
8913120	8917840	Chris Mellon, David Grosh, Lousano have all talked about 4K UFO footage presumably taken
8917840	8922040	from the NRO that is classified and will not be released.
8922040	8925520	I definitely take that with a grain of salt, but I would love that.
8925520	8927920	Will I ever make a video about the UFO in your profile picture?
8927920	8930360	Yes, the Wisconsin, the Wisconsin Saucer sightings?
8930360	8931360	Yes, I would.
8931360	8937040	That's probably the one photo set I'd make a video on, just because it's so fascinating.
8937040	8940160	Big Lowe seems like he hardly cares about disclosure, he has a ton of info, but doesn't
8940160	8941160	care to reveal what it is.
8941160	8942160	I agree.
8942160	8948960	He seems to be more just doing consciousness after death studies and more passion projects.
8948960	8951440	He doesn't seem well vested in disclosure.
8951440	8955040	Magic Book was MI5 and MI6.IF.
8955040	8958240	Does everything go to Royal Air Force bases too?
8958240	8959240	I don't know.
8959240	8961240	That's actually a good question.
8961240	8964880	Besides the witness we talked about in Greer's stuff earlier, BK, I'm actually not familiar
8964880	8970960	with any UK bases that might be a place in which crash retrievals, biologics maybe, store
8971760	8972760	it.
8972760	8976800	I got hooked on the UFO subject when I seen three UFOs flying doing strange maneuvers
8976800	8978480	in Lithuania in the early 2000s.
8978480	8979480	Love the content, keep it up.
8979480	8980480	Thank you, man.
8980480	8981480	Thank you very much.
8981480	8982400	Three UFOs doing strange maneuvers.
8982400	8983400	What kind of maneuvers?
8983400	8985640	That sounds fascinating.
8985640	8986640	Opinions on Green Street.
8986640	8990360	We talked about this earlier, and I think I probably talk about this every episode.
8990360	8995720	I think he has some sort of Department of Defense Pentagon ties.
8995720	9000360	He also seems like a guy who got burned that is trying to take revenge on UFO players.
9001280	9006960	There's something to be said about the fact he includes the phrase spooky alien space monsters
9006960	9009120	and 8 out of 10 tweets he does.
9009120	9011120	I'm not the biggest fan of Green Street.
9013120	9017360	Before 2017, Greer used to always say that one day they'll do a fake disclosure.
9017360	9021360	They'll start saying UFOs are a threat happening in 2017, happening now in another coincidence.
9021360	9026160	This probably parallels with the fact that Greer has a huge beef with Lou, which we talked
9026160	9029920	about a little bit earlier, but yeah, those are probably direct connections.
9031920	9037360	Tier 3B triangular, but around Hanubi would glow triangle balls with a cube to steer magnets.
9037360	9043360	Interesting, cube, sort of like the cube within a sphere like Greer speaks about.
9044520	9048000	A president has no power to bring disclosure because of the Atomic Energy Act.
9048000	9053520	The app trans classified as foreign nuclear materials, and there's an Obama classification.
9053520	9055320	I can't remember what classification.
9055360	9058840	Executive order, I can't remember what it was called.
9058840	9063720	I'll post it in the Discord, but that there's a mandatory aversion to declassification
9063720	9069520	with anything dealing with non-human technologies, which could reference NHI or AI or both.
9069520	9072720	Bigelow isn't about disclosure, but he's seen some disturbing stuff.
9073520	9075880	Man, his wife was allegedly killed to the hitchhiker effect.
9075880	9079120	Interesting, I have not pursued his wife's death.
9079120	9080560	That is really interesting.
9081960	9082680	Yeah, the same.
9082680	9083480	I had no idea.
9084480	9087120	I've seen the moon disappear and pop up in a different place.
9087120	9088120	That is interesting.
9089480	9090080	Here's the link.
9090080	9090840	Okay, thank you.
9091480	9092760	I'll check that out, my man.
9096760	9104680	My step-granddad posted Magic 12 to MJ12 in the 90s, but book was all black inked.
9105960	9112760	So your granddad had in hands a Magic 12 book, but that was heavily redacted.
9112880	9113560	That is interesting.
9113560	9114440	I would like to hear more.
9116240	9117600	You should check out Soccer 96.
9117600	9119840	They're super into the topic and have a track with Salami Rose.
9119840	9121800	Absolutely, that sounds great.
9121800	9125160	Anybody I can look into more.
9125680	9128120	Guys, at this point, we will take some time to sign off.
9128120	9130000	We've been doing this for about two and a half hours.
9130920	9135160	Like I said, we'll be doing a stream of just about every Sunday, maybe every Monday.
